iter	RMSE
743	5.142680093
744	5.142328428
745	5.141262689
746	5.140844554
747	5.140361895
748	5.139621218
749	5.13895498
750	5.138091507
751	5.137666545
752	5.136451506
753	5.136155225
754	5.135316399
755	5.134590686
756	5.133343791
757	5.132792701
758	5.131475109
759	5.130434906
760	5.129942888
761	5.129357073
762	5.128961972
763	5.128517116
764	5.127712901
765	5.127107964
766	5.126477167
767	5.125430387
768	5.124739386
769	5.124268983
770	5.123293754
771	5.122847936
772	5.122150823
773	5.121641138
774	5.121333174
775	5.12084484
776	5.119940329
777	5.119478988
778	5.119095834
779	5.117829348
780	5.117589685
781	5.116977343
782	5.116296393
783	5.115856009
784	5.115310866
785	5.114302438
786	5.113879001
787	5.113149482
788	5.112109065
789	5.111589779
790	5.110865073
791	5.110298601
792	5.109230364
793	5.108964758
794	5.108205722
795	5.107721425
796	5.107315205
797	5.106928961
798	5.106420425
799	5.105958071
800	5.105594986
801	5.104510016
802	5.103987762
803	5.103127705
804	5.102609985
805	5.102073642
806	5.10168942
807	5.10095511
808	5.100262237
809	5.099717082
810	5.09860947
811	5.097906808
812	5.097511402
813	5.097121528
814	5.096702034
815	5.095880798
816	5.095642571
817	5.095257186
818	5.09478467
819	5.09414991
820	5.093752684
821	5.093041844
822	5.092347625
823	5.091945635
824	5.091445418
825	5.091036267
826	5.090676851
827	5.090169037
828	5.089781463
829	5.089366832
830	5.088785279
831	5.088451913
832	5.088192034
833	5.087834981
834	5.087511954
835	5.087045443
836	5.086735884
837	5.086200218
838	5.085965414
839	5.085652277
840	5.085269596
841	5.0845466
842	5.083908972
843	5.083521863
844	5.082964456
845	5.082711652
846	5.082071482
847	5.081377163
848	5.079921394
849	5.078957604
850	5.077664673
851	5.077373024
852	5.076830052
853	5.076468283
854	5.075513302
855	5.074913551
856	5.07348392
857	5.073058706
858	5.072733493
859	5.072466549
860	5.07198538
861	5.070904036
862	5.070674915
863	5.070344714
864	5.06992186
865	5.069490906
866	5.069189322
867	5.06868818
868	5.068268918
869	5.067546312
870	5.066612875
871	5.066344639
872	5.066049305
873	5.065300508
874	5.064982482
875	5.064343464
876	5.064151594
877	5.063002976
878	5.062254442
879	5.061356179
880	5.061033079
881	5.060774991
882	5.060361949
883	5.059208626
884	5.058632194
885	5.058314107
886	5.057914432
887	5.057155622
888	5.056361029
889	5.055646938
890	5.05509122
891	5.054307422
892	5.053401015
893	5.053312725
894	5.052703217
895	5.051649748
896	5.050875261
897	5.050054476
898	5.049714004
899	5.048598818
900	5.048334026
901	5.048024758
902	5.047731948
903	5.04738878
904	5.046839275
905	5.046554572
906	5.046258557
907	5.045458881
908	5.044365882
909	5.043819141
910	5.043725831
911	5.042951129
912	5.042509692
913	5.04200627
914	5.041425431
915	5.040990712
916	5.040329743
917	5.039498112
918	5.039037286
919	5.03879792
920	5.038315077
921	5.037958322
922	5.037684998
923	5.037404265
924	5.036798037
925	5.036228038
926	5.035391579
927	5.034997165
928	5.034581091
929	5.033352925
930	5.032833866
931	5.032088151
932	5.031260803
933	5.030453958
934	5.030236069
935	5.030048405
936	5.029669472
937	5.028985759
938	5.028118084
939	5.027839552
940	5.027465522
941	5.027077776
942	5.026916383
943	5.026309379
944	5.025652566
945	5.025468975
946	5.024894534
947	5.024454804
948	5.023998371
949	5.022994257
950	5.022353373
951	5.021606885
952	5.021349754
953	5.021128461
954	5.020697601
955	5.020137902
956	5.019439343
957	5.019100978
958	5.018662602
959	5.018210704
960	5.017813288
961	5.01715094
962	5.016725337
963	5.016470471
964	5.015939171
965	5.015715062
966	5.014965154
967	5.014645013
968	5.014469019
969	5.014255769
970	5.014228319
971	5.013679065
972	5.013322729
973	5.013113035
974	5.012906065
975	5.012224272
976	5.011434053
977	5.011056375
978	5.010813792
979	5.010264504
980	5.010044948
981	5.009671812
982	5.00865664
983	5.008159221
984	5.007694795
985	5.007303913
986	5.006988605
987	5.00668002
988	5.005990458
989	5.004835534
990	5.004711191
991	5.004227824
992	5.003770427
993	5.003085306
994	5.002889491
995	5.002352781
996	5.002135015
997	5.001149521
998	5.000499377
999	5.000069673
